BENZENE,0.329269858074188,0.156777903985977,0.00921447759568691,0,0,0,9.98293415643275e-05
BUT1ENE,1.10042020869255,0.0530092475116253,0,0,0,0.00647310037538409,0.013840417150408
C2H4,1.8863422870636,0.183300405740738,0,0,0,0.00300106150098145,0.0137370172888041
C2H6,0.111162938177586,0.18161603808403,0.167250663042068,0.148300543427467,0.132401049137115,0.1192367374897,0.108648516237736
C3H6,3.2463595867157,0.173101454973221,0,0,0,0,0.00182739098090678
C3H8,0.336308509111404,0.391976416110992,0.291278064250946,0.217438563704491,0.168905079364777,0.137660548090935,0.117768168449402
EBENZ,0.13790418611254,0.0656614285196577,0.00385919027243342,0,0,0,4.1810338119311e-05
IC4H10,0.132144887065887,0.16147964849472,0.108340227603912,0.0609694022655487,0.0295143444418907,0.0128267713844776,0.00570171476304531
IC5H12,0.371930973529816,0.45449569940567,0.304931104183197,0.171602622270584,0.0830701747536659,0.0361018399894238,0.0160478726774454
ISOP,4.24120569229126,0.0523456372320652,0,0,0,0,0.00478143617510796
MEPROPENE,2.20414498257637,0.106177681952715,0,0,0,0.0129656394906342,0.0277223971150816
MXYL,0.268251978465489,0.127724970545088,0.00750691806418555,0,0,0,8.13296988074268e-05
NC4H10,0.249412535190582,0.304779469013214,0.204483211040497,0.115074699640274,0.0557058818936348,0.0242094691693783,0.0107615146189928
NC5H12,0.159711535692215,0.195165800333023,0.13094100356102,0.0736881848573685,0.0356713103353977,0.0155025548189878,0.00689114532619715
NC6H14,0.0630094825744629,0.0769969184875488,0.0516589164733887,0.0290715030670166,0.0140730648994446,0.00611607642173767,0.00271869843006134
NC7H16,0.0306296095848083,0.037429057598114,0.025111973285675,0.0141319806575775,0.00684107321500778,0.00297309270501137,0.00132158951461315
NC8H18,0.0175026340484619,0.021388032913208,0.0143496990203857,0.00807541751861572,0.00390918469429016,0.00169891011714935,0.000755194008350372
OXYL,0.130347792352949,0.0620635420254299,0.00364772779175213,0,0,0,3.95193606881159e-05
PXYL,0.13790418611254,0.0656614285196577,0.00385919027243342,0,0,0,4.1810338119311e-05
TOLUENE,0.790115422487259,0.376204006552696,0.0221110456362367,0,0,0,0.00023955032764934
